City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,Salalah,OM,2021-05-26 15:11:27,17.0151,54.0924,84.29,74,20,9.22
294,Itoman,JP,2021-05-26 15:15:47,26.1247,127.6694,80.98,94,20,11.5
295,Qaqortoq,GL,2021-05-26 15:15:47,60.7167,-46.0333,36.1,96,100,2.86
296,Itarema,BR,2021-05-26 15:15:48,-2.9248,-39.9167,86.25,56,54,15.32
297,Katangli,RU,2021-05-26 15:15:48,51.7102,143.2326,33.28,78,86,5.7
298,Mahina,PF,2021-05-26 15:15:49,-17.5065,-149.489,74.97,88,20,9.84
299,Vila Franca Do Campo,PT,2021-05-26 15:15:49,37.7167,-25.4333,64.81,96,100,13.2
300,General Roca,AR,2021-05-26 15:15:49,-39.0333,-67.5833,59.4,49,100,24.49
301,Monteagudo,BO,2021-05-26 15:11:11,-19.8167,-63.9833,66.47,65,100,3.42
302,Hurghada,EG,2021-05-26 15:15:50,27.2574,33.8129,87.78,38,0,2.84
303,Honggang,CN,2021-05-26 15:14:12,46.4667,124.8667,57.76,38,99,6.96
304,Kodinsk,RU,2021-05-26 15:15:50,58.6881,99.1844,34.32,63,15,2.39
305,Bandarbeyla,SO,2021-05-26 15:15:51,9.4942,50.8122,80.46,76,52,30.42
306,Buala,SB,2021-05-26 15:15:51,-8.145,159.5921,79.93,81,100,12.17
307,Marzuq,YE,2021-05-26 15:15:51,14.4,46.4667,87.75,28,6,11.27
308,Minbu,MM,2021-05-26 15:15:52,20.1833,94.8833,84.42,67,81,15.61
309,Carnduff,CA,2021-05-26 15:15:52,49.1667,-101.8009,38.37,50,11,6.78
310,Praia Da Vitoria,PT,2021-05-26 15:15:53,38.7333,-27.0667,64.76,72,75,16.26
311,Tuatapere,NZ,2021-05-26 15:15:53,-46.1333,167.6833,40.15,90,38,5.84
312,Quelimane,MZ,2021-05-26 15:15:53,-17.8786,36.8883,75.15,57,20,6.91
313,San Patricio,US,2021-05-26 15:15:54,28.017,-97.5169,85.01,72,1,14.05
314,Mundi,IN,2021-05-26 15:15:54,22.0667,76.5,95.67,26,100,10.16
315,Hay River,CA,2021-05-26 15:15:54,60.8156,-115.7999,48.18,34,75,10.36
316,Maragogi,BR,2021-05-26 15:15:55,-9.0122,-35.2225,82.02,65,12,12.8
317,Minab,IR,2021-05-26 15:15:55,27.1467,57.0801,98.1,30,0,8.72
318,Cap Malheureux,MU,2021-05-26 15:15:55,-19.9842,57.6142,74.46,77,1,1.99
319,Salas,ES,2021-05-26 15:15:56,43.4118,-6.2602,59.76,59,48,7.16
320,Camana,PE,2021-05-26 15:15:56,-16.6228,-72.7111,68.74,74,93,4.45
321,Marawi,PH,2021-05-26 15:15:57,7.9986,124.2928,67.64,93,96,1.16
322,Dawson Creek,CA,2021-05-26 15:15:57,55.7666,-120.2362,42.44,81,40,2.3
323,Nanakuli,US,2021-05-26 15:15:58,21.3906,-158.1547,75.15,80,1,4.59
324,Bethanien,NA,2021-05-26 15:15:58,-26.502,17.1583,80.83,12,61,10.83
325,Longyearbyen,SJ,2021-05-26 15:15:19,78.2186,15.6401,35.44,64,75,14.97
326,College,US,2021-05-26 15:15:59,64.8569,-147.8028,48.79,63,75,6.91
327,Diffa,NE,2021-05-26 15:16:00,13.3154,12.6113,105.62,5,2,13.47
328,Roebourne,AU,2021-05-26 15:16:00,-20.7833,117.1333,75.31,48,91,18.1
329,Vostok,RU,2021-05-26 15:16:00,46.4856,135.8833,42.64,79,60,4.03
330,Mekhe,SN,2021-05-26 15:16:01,15.1097,-16.6218,88.36,28,10,15.88
331,Inhambane,MZ,2021-05-26 15:16:01,-23.865,35.3833,75.18,53,0,4.61
332,Solnechnyy,RU,2021-05-26 15:16:02,50.7214,136.6319,34.48,93,100,0.58
333,Dwarka,IN,2021-05-26 15:16:02,22.2394,68.9678,84.09,84,62,19.33
334,Sao Filipe,CV,2021-05-26 15:16:03,14.8961,-24.4956,76.71,69,1,11.74
335,Dhadar,IN,2021-05-26 15:16:03,28.3305,75.0632,100.06,16,0,5.14
336,Davila,PH,2021-05-26 15:16:03,18.4726,120.5763,84.18,75,79,0.87
337,Lamar,US,2021-05-26 15:16:04,33.6668,-95.5836,77.52,90,90,6.38
338,Gao,ML,2021-05-26 15:16:04,16.6362,1.637,109.08,4,77,10.49
339,Nisia Floresta,BR,2021-05-26 15:16:05,-6.0911,-35.2086,88.18,55,35,17.11
340,Vostochnyy,RU,2021-05-26 15:16:05,55.8167,37.8667,72.7,54,85,10.31
341,Waipawa,NZ,2021-05-26 15:16:05,-41.4122,175.5153,38.03,91,2,4.36
342,Lasa,IT,2021-05-26 15:16:06,46.6166,10.7002,65.28,81,96,2.77
343,Beringovskiy,RU,2021-05-26 15:16:06,63.05,179.3167,29.34,91,78,9.62
344,Kamenka,RU,2021-05-26 15:16:06,51.3223,42.7678,68.95,58,83,5.41
345,Bay Roberts,CA,2021-05-26 15:16:07,47.5999,-53.2648,50.05,86,100,3.0
346,Bani Walid,LY,2021-05-26 15:16:07,31.7566,13.9942,90.68,16,100,13.67
347,Westport,US,2021-05-26 15:16:07,41.1415,-73.3579,84.15,78,1,1.01
348,Aksay,RU,2021-05-26 15:16:08,47.26,39.87,76.57,52,85,8.99
349,Xuzhou,CN,2021-05-26 15:16:08,34.1805,117.1571,71.71,68,100,10.63
350,Williston,US,2021-05-26 15:16:09,48.147,-103.618,48.61,63,93,1.99
351,Juxtlahuaca,MX,2021-05-26 15:16:09,17.4294,-99.1467,81.81,48,100,0.83
352,Mayumba,GA,2021-05-26 15:16:09,-3.432,10.6554,81.63,81,36,9.91
353,Alta Floresta,BR,2021-05-26 15:16:10,-9.8756,-56.0861,93.02,52,0,8.05
354,Talnakh,RU,2021-05-26 15:16:10,69.4865,88.3972,20.8,94,39,6.58
355,San Quintin,MX,2021-05-26 15:16:11,30.4833,-115.95,64.02,72,20,1.79
356,Calamar,CO,2021-05-26 15:16:11,10.2511,-74.9146,87.75,54,94,10.47
357,Coahuayana,MX,2021-05-26 15:16:11,18.7333,-103.6833,81.88,55,85,2.84
358,Pangkalanbuun,ID,2021-05-26 15:16:12,-2.6833,111.6167,77.0,92,91,3.44
359,Gravdal,NO,2021-05-26 15:16:12,68.1214,13.5031,55.08,71,20,21.85
360,Emerald,AU,2021-05-26 15:16:12,-23.5333,148.1667,63.48,60,25,6.22
361,Lakes Entrance,AU,2021-05-26 15:16:13,-37.8811,147.981,46.18,72,8,12.24
362,Oktyabrskoye,RU,2021-05-26 15:16:13,43.0645,44.7417,58.35,82,90,4.21
363,Kvarkeno,RU,2021-05-26 15:16:13,52.0833,59.725,71.6,53,72,12.53
364,Bara,NG,2021-05-26 15:16:14,10.3744,10.7288,103.37,16,7,1.34
365,Aksarka,RU,2021-05-26 15:16:14,66.5606,67.7975,40.41,42,47,15.84
366,Nong Kung Si,TH,2021-05-26 15:16:15,16.65,103.3,86.58,89,99,2.82
367,Baykit,RU,2021-05-26 15:16:15,61.67,96.37,33.13,93,92,3.98
368,Smithers,CA,2021-05-26 15:15:05,54.7804,-127.1743,41.32,93,90,2.3
369,Ahipara,NZ,2021-05-26 15:16:15,-35.1667,173.1667,52.09,78,15,5.77
370,Marsa Matruh,EG,2021-05-26 15:16:16,31.3525,27.2453,79.11,48,0,9.31
371,Linkoping,SE,2021-05-26 15:16:16,58.4109,15.6216,48.61,92,75,11.5
372,Ilembo,TZ,2021-05-26 15:16:17,-9.25,33.3833,55.0,88,87,4.97
373,Kot Addu,PK,2021-05-26 15:16:17,30.4692,70.9671,102.06,11,0,8.5
374,Amudat,UG,2021-05-26 15:16:17,1.95,34.95,78.96,49,99,9.55
375,Umea,SE,2021-05-26 15:16:18,63.8284,20.2597,55.33,54,0,17.27
376,Maxixe,MZ,2021-05-26 15:16:18,-23.8597,35.3472,75.02,53,0,4.61
377,Bogovarovo,RU,2021-05-26 15:16:19,58.9785,47.0246,47.5,62,100,5.66
378,Faanui,PF,2021-05-26 15:16:19,-16.4833,-151.75,80.62,75,38,13.4
379,Quatre Cocos,MU,2021-05-26 15:16:19,-20.2078,57.7625,74.08,83,17,7.11
380,Alofi,NU,2021-05-26 15:16:20,-19.0595,-169.9187,75.09,94,86,5.75
381,Nanortalik,GL,2021-05-26 15:16:20,60.1432,-45.2371,34.25,97,100,9.93
382,Kavarna,BG,2021-05-26 15:16:21,43.4333,28.3333,73.35,82,40,8.34
383,Seddon,AU,2021-05-26 15:16:21,-37.8068,144.8916,52.72,82,20,1.99
384,Japura,ID,2021-05-26 15:16:21,-0.3167,102.35,76.26,96,80,2.15
385,Bahia Blanca,AR,2021-05-26 15:16:22,-38.7196,-62.2724,62.01,51,88,17.11
386,Zhuhai,CN,2021-05-26 15:16:22,22.2769,113.5678,86.11,84,20,9.71
387,Springdale,US,2021-05-26 15:16:22,36.1867,-94.1288,75.56,88,1,3.0
388,Beyla,GN,2021-05-26 15:16:23,8.6833,-8.6333,91.51,40,38,2.57
389,Saint-Pierre,RE,2021-05-26 15:16:23,-21.3393,55.4781,76.64,87,90,8.05
390,Sassandra,CI,2021-05-26 15:16:23,4.95,-6.0833,86.34,64,91,9.91
391,Santo Tomas,PH,2021-05-26 15:16:24,14.1079,121.1414,84.58,77,100,1.99
392,Palmer,US,2021-05-26 15:16:24,42.1584,-72.3287,85.73,62,20,1.01
393,Suphan Buri,TH,2021-05-26 15:16:24,14.4742,100.1222,80.11,76,77,8.72
394,Lagoa,PT,2021-05-26 15:16:25,39.05,-27.9833,58.64,75,98,19.06
395,Mandalgovi,MN,2021-05-26 15:16:25,45.7625,106.2708,53.6,47,70,19.82
396,Svetlogorsk,BY,2021-05-26 15:16:26,52.6333,29.7333,64.74,51,67,4.16
397,Campina Grande Do Sul,BR,2021-05-26 15:16:26,-25.3056,-49.0553,70.52,35,0,1.79
398,Ukiah,US,2021-05-26 15:16:27,39.1502,-123.2078,72.03,71,1,0.0
399,Quibdo,CO,2021-05-26 15:16:27,5.6947,-76.6611,80.11,88,99,4.09
400,Te Anau,NZ,2021-05-26 15:16:28,-45.4167,167.7167,39.52,92,75,2.8
401,Rawson,AR,2021-05-26 15:16:28,-43.3002,-65.1023,57.25,50,69,25.61
402,Sinnamary,GF,2021-05-26 15:16:28,5.3833,-52.95,83.07,76,100,7.4
403,Pitimbu,BR,2021-05-26 15:16:29,-7.4706,-34.8086,86.59,64,21,16.6
404,Tekari,IN,2021-05-26 15:16:29,24.9333,84.8333,77.22,89,100,17.74
405,Jodiya,IN,2021-05-26 15:16:29,22.6925,70.306,94.51,77,38,20.27
406,Concepcion,CL,2021-05-26 15:16:30,-36.827,-73.0498,57.0,94,75,4.61
407,Kut Chap,TH,2021-05-26 15:16:30,17.4257,102.5669,85.64,69,99,4.92
408,Gat,IL,2021-05-26 15:16:31,31.61,34.7642,87.4,35,0,12.86
409,Praya,CV,2021-05-26 15:16:31,14.9215,-23.5087,82.94,51,20,20.71
410,Honiara,SB,2021-05-26 15:16:32,-9.4333,159.95,76.03,85,100,4.16
411,Yumen,CN,2021-05-26 15:16:32,40.2833,97.2,71.13,10,0,7.27
412,Shkoder,AL,2021-05-26 15:13:32,42.0683,19.5126,82.58,49,35,5.84
413,Tiksi,RU,2021-05-26 15:16:32,71.6872,128.8694,32.09,98,84,2.3
414,Pinega,RU,2021-05-26 15:16:33,64.7001,43.3936,47.71,35,100,6.11
415,Constitucion,CL,2021-05-26 15:16:33,-35.3333,-72.4167,61.48,66,4,5.01
416,Lohfelden,DE,2021-05-26 15:16:33,51.2667,9.5333,55.6,87,100,11.23
417,High Prairie,CA,2021-05-26 15:16:34,55.4334,-116.4858,52.9,67,100,8.75
418,Palora,EC,2021-05-26 15:16:11,-1.7,-77.9333,71.71,90,100,1.74
419,Hambantota,LK,2021-05-26 15:16:34,6.1241,81.1185,81.18,78,90,22.97
420,Eruwa,NG,2021-05-26 15:16:35,7.5333,3.4167,100.63,30,94,1.36
421,Bintulu,MY,2021-05-26 15:16:35,3.1667,113.0333,77.41,94,20,0.0
422,Hato Mayor,DO,2021-05-26 15:16:35,18.7629,-69.256,89.11,53,29,10.69
423,Ambah,IN,2021-05-26 15:16:36,26.7075,78.2261,99.16,13,25,7.0
424,Penon Blanco,MX,2021-05-26 15:16:36,24.7897,-104.0369,76.69,20,47,1.68
425,Sol-Iletsk,RU,2021-05-26 15:16:36,51.1631,54.9918,69.51,47,4,19.91
426,Matiri,TZ,2021-05-26 15:16:37,-10.75,34.9,60.8,73,5,3.27
427,Genhe,CN,2021-05-26 15:16:37,50.7833,121.5167,36.84,98,82,2.89
428,Port Macquarie,AU,2021-05-26 15:16:38,-31.4333,152.9167,58.89,60,5,14.63
429,Kuala Terengganu,MY,2021-05-26 15:16:38,5.3302,103.1408,78.75,89,40,3.44
430,Petatlan,MX,2021-05-26 15:16:38,17.5167,-101.2667,84.0,30,100,3.67
431,Yangjiang,CN,2021-05-26 15:16:39,21.85,111.9667,81.28,87,37,5.68
432,Roald,NO,2021-05-26 15:16:39,62.5833,6.1333,67.12,63,0,20.71
433,Kristiinankaupunki,FI,2021-05-26 15:16:40,62.2743,21.376,55.8,55,100,18.07
434,Ekhabi,RU,2021-05-26 15:16:40,53.5102,142.9671,31.73,85,85,8.99
435,Ende,ID,2021-05-26 15:16:40,-8.8432,121.6623,77.4,89,58,3.89
436,Bertoua,CM,2021-05-26 15:16:41,4.5833,13.6833,84.51,57,72,3.76
437,Nome,US,2021-05-26 15:16:41,64.5011,-165.4064,50.07,32,1,9.22
438,Meadow Lake,US,2021-05-26 15:16:41,34.8014,-106.5436,76.96,9,100,2.68
439,Providencia,MX,2021-05-26 15:16:42,28.7167,-111.5833,84.25,32,90,1.99
440,Bathsheba,BB,2021-05-26 15:16:42,13.2167,-59.5167,88.41,51,20,18.01
441,Chara,RU,2021-05-26 15:16:43,56.9064,118.2631,43.75,68,100,3.58
442,Pacifica,US,2021-05-26 15:14:05,37.6138,-122.4869,62.35,81,20,3.0
443,Maha Sarakham,TH,2021-05-26 15:16:43,16.3333,103.6667,86.92,66,98,3.51
444,Pisco,PE,2021-05-26 15:16:43,-13.7,-76.2167,64.45,94,90,6.91
445,Myanaung,MM,2021-05-26 15:16:44,18.2833,95.3167,79.05,86,100,10.18
446,Freeport,US,2021-05-26 15:15:52,40.6576,-73.5832,81.5,80,90,1.01
447,Berdigestyakh,RU,2021-05-26 15:16:44,62.0989,126.6992,47.28,75,99,4.47
448,Pathein,MM,2021-05-26 15:16:45,16.7833,94.7333,81.12,84,97,7.16
449,Liverpool,GB,2021-05-26 15:13:12,53.4106,-2.9779,60.3,74,75,5.99
450,Marystown,CA,2021-05-26 15:16:45,47.1666,-55.1483,46.54,95,100,7.47
451,Serowe,BW,2021-05-26 15:16:45,-22.3833,26.7167,69.44,24,20,5.1
452,Lakshmeshwar,IN,2021-05-26 15:16:46,15.1333,75.4667,78.93,76,96,15.26
453,La Ronge,CA,2021-05-26 15:16:46,55.1001,-105.2842,35.85,51,1,4.61
454,Fortuna,US,2021-05-26 15:16:47,40.5982,-124.1573,55.18,68,90,1.01
455,Mozarlandia,BR,2021-05-26 15:16:47,-14.7447,-50.5706,97.61,26,25,3.33
456,Seminole,US,2021-05-26 15:16:47,28.7086,-81.2081,87.26,62,1,1.99
457,Linxia,CN,2021-05-26 15:16:48,35.6003,103.2064,59.85,35,100,5.53
458,Buin,CL,2021-05-26 15:16:48,-33.7333,-70.75,64.09,25,4,2.53
459,Jiuquan,CN,2021-05-26 15:16:48,39.7432,98.5174,70.75,15,0,5.44
460,Naze,JP,2021-05-26 15:16:49,28.3667,129.4833,75.61,90,24,17.47
461,Chapais,CA,2021-05-26 15:16:49,49.7834,-74.8492,67.78,67,100,15.88
462,Asfi,MA,2021-05-26 15:16:50,32.2994,-9.2372,67.42,77,13,13.58
463,Beipiao,CN,2021-05-26 15:16:50,41.7919,120.7792,56.23,51,9,3.6
464,West Bay,KY,2021-05-26 15:16:50,19.3667,-81.4167,87.06,78,40,3.0
465,Nautla,MX,2021-05-26 15:16:51,20.2167,-96.7833,83.62,71,94,8.19
466,Chimbote,PE,2021-05-26 15:14:11,-9.0853,-78.5783,70.05,78,37,5.23
467,Gatesville,US,2021-05-26 15:16:51,31.4352,-97.7439,79.77,80,75,4.61
468,La Rioja,ES,2021-05-26 15:16:51,42.25,-2.5,65.98,77,100,3.29
469,Beyneu,KZ,2021-05-26 15:16:00,45.3167,55.2,98.01,9,48,4.45
470,Kloulklubed,PW,2021-05-26 15:16:08,7.0419,134.2556,79.3,75,99,13.82
471,Egvekinot,RU,2021-05-26 15:16:52,66.3167,-179.1667,29.57,63,73,13.27
472,Xifeng,CN,2021-05-26 15:16:53,42.7372,124.7222,46.72,88,53,2.84
473,Pilar,BR,2021-05-26 15:16:53,-9.5972,-35.9567,85.93,57,14,12.37
474,Hofn,IS,2021-05-26 15:16:53,64.2539,-15.2082,51.82,58,20,17.27
475,Mosquera,CO,2021-05-26 15:16:54,4.7059,-74.2302,64.49,59,75,5.75
476,Half Moon Bay,US,2021-05-26 15:13:45,37.4636,-122.4286,62.58,81,40,0.0
477,Tongliao,CN,2021-05-26 15:16:54,43.6125,122.2653,52.86,62,1,9.17
478,Baisha,CN,2021-05-26 15:16:55,26.5222,110.9311,71.58,98,100,3.02
479,Sagua La Grande,CU,2021-05-26 15:16:55,22.8067,-80.0756,83.39,56,53,13.65
480,Opuwo,NA,2021-05-26 15:16:56,-18.0607,13.84,78.71,20,0,10.87
481,Tukrah,LY,2021-05-26 15:16:56,32.5341,20.5791,77.63,49,8,12.82
482,Anori,BR,2021-05-26 15:16:57,-3.7728,-61.6442,86.61,65,25,3.36
483,Formosa Do Rio Preto,BR,2021-05-26 15:16:57,-11.0483,-45.1931,89.44,24,9,8.77
484,Dembi Dolo,ET,2021-05-26 15:16:58,8.5333,34.8,67.89,81,98,3.83
485,Shimanovsk,RU,2021-05-26 15:16:58,52.0,127.7,39.85,76,64,3.56
486,Bar Harbor,US,2021-05-26 15:16:59,44.3876,-68.2039,84.67,68,1,12.93
487,Gilgit,PK,2021-05-26 15:16:59,35.9221,74.3087,74.07,32,41,2.66
488,Asau,RO,2021-05-26 15:17:00,46.4333,26.4,66.4,78,81,4.79
489,Labuhan,ID,2021-05-26 15:17:00,-6.8844,112.2051,81.12,80,14,10.13
490,Romny,UA,2021-05-26 15:17:00,50.751,33.4747,70.43,75,67,7.05
491,Taltal,CL,2021-05-26 15:17:01,-25.4,-70.4833,69.53,56,82,1.41
492,Miandrivazo,MG,2021-05-26 15:17:01,-19.5167,45.4667,78.4,43,50,3.47
493,Hualmay,PE,2021-05-26 15:17:01,-11.0964,-77.6139,70.43,74,46,6.67
494,San Cristobal,VE,2021-05-26 15:13:32,7.7669,-72.225,78.98,41,32,8.95
495,Urazovka,RU,2021-05-26 15:17:02,55.4013,45.6186,63.9,65,38,5.3
496,Necochea,AR,2021-05-26 15:17:02,-38.5473,-58.7368,62.04,56,100,21.39
497,Hakkari,TR,2021-05-26 15:17:03,37.5833,44.1667,65.17,45,56,6.31
498,Weihe,CN,2021-05-26 15:17:03,32.9952,105.3247,58.35,82,98,1.77
499,Abalak,RU,2021-05-26 15:17:04,58.1286,68.5944,54.21,68,45,18.32
500,Msanga,TZ,2021-05-26 15:17:04,-6.05,36.0333,74.23,50,68,10.83
501,Puerto Gaitan,CO,2021-05-26 15:17:04,4.3133,-72.0816,76.77,84,95,0.83
502,East Moline,US,2021-05-26 15:17:05,41.5009,-90.4443,75.18,57,1,9.22
503,Olafsvik,IS,2021-05-26 15:17:05,64.8945,-23.7142,47.62,75,97,9.22
504,Lerwick,GB,2021-05-26 15:16:31,60.1545,-1.1494,50.0,85,100,21.27
505,Plettenberg Bay,ZA,2021-05-26 15:17:06,-34.0527,23.3716,61.07,67,79,4.47
506,Uspenka,UA,2021-05-26 15:17:06,48.3903,39.1619,72.73,54,87,5.21
507,Nandyal,IN,2021-05-26 15:17:06,15.4833,78.4833,94.28,31,99,10.38
508,Komsomolskiy,UZ,2021-05-26 15:17:07,40.4272,71.7189,76.42,29,41,3.67
509,Urubamba,PE,2021-05-26 15:17:07,-13.3047,-72.1158,59.9,47,50,4.97
510,Poum,NC,2021-05-26 15:17:08,-20.2333,164.0167,72.57,58,23,12.75
511,Mitsamiouli,KM,2021-05-26 15:17:08,-11.3847,43.2844,79.68,67,32,12.97
512,Labuan,MY,2021-05-26 15:17:08,5.2767,115.2417,82.56,89,20,0.0
513,Zainsk,RU,2021-05-26 15:15:16,55.3195,52.0694,67.19,67,34,9.57
514,La Malbaie,CA,2021-05-26 15:16:05,47.6575,-70.1559,76.05,71,69,17.13
515,Alta,NO,2021-05-26 15:16:49,69.9689,23.2717,45.66,49,0,10.36
516,Abnub,EG,2021-05-26 15:17:09,27.2696,31.1511,101.73,8,0,12.08
517,Luyang,CN,2021-05-26 15:17:09,27.6239,110.0989,66.47,97,100,1.57
518,Kishtwar,IN,2021-05-26 15:17:10,33.3167,75.7667,63.05,51,2,5.88
519,Narayangarh,IN,2021-05-26 15:17:10,30.4833,77.1333,91.02,12,0,7.78
520,Laguna,US,2021-05-26 15:17:11,38.421,-121.4238,71.44,65,1,1.99
521,Saint George,US,2021-05-26 15:15:13,37.1041,-113.5841,78.53,19,1,3.0
522,Ponazyrevo,RU,2021-05-26 15:17:11,58.3578,46.3142,51.57,58,74,6.11
523,Kaeo,NZ,2021-05-26 15:17:12,-35.1,173.7833,48.33,88,25,6.42
524,Somerset East,ZA,2021-05-26 15:17:12,-32.7217,25.588,62.89,57,99,5.7
525,Kultuk,RU,2021-05-26 15:17:12,51.7208,103.6956,45.1,93,98,6.02
526,Tezu,IN,2021-05-26 15:17:13,27.9167,96.1667,78.51,92,98,3.94
527,Bonavista,CA,2021-05-26 15:17:13,48.6499,-53.1147,47.12,88,99,9.31
528,Ous,RU,2021-05-26 15:17:13,60.9058,61.5186,42.85,91,100,10.83
529,Biak,ID,2021-05-26 15:17:14,-0.9131,122.8766,77.36,81,23,5.66
530,Kaliua,TZ,2021-05-26 15:17:14,-5.0606,31.7936,76.41,61,63,3.58
531,Praia,CV,2021-05-26 15:16:31,14.9215,-23.5087,82.94,51,20,20.71
532,Ambilobe,MG,2021-05-26 15:17:15,-13.2,49.05,72.52,80,6,2.57
533,Ostersund,SE,2021-05-26 15:17:15,63.1792,14.6357,60.62,41,40,12.66
534,Newport,GB,2021-05-26 15:14:03,51.5877,-2.9984,62.44,72,64,3.04
535,Kenai,US,2021-05-26 15:17:15,60.5544,-151.2583,51.03,68,1,10.36
536,Yilan,TW,2021-05-26 15:17:16,24.757,121.753,86.05,99,91,1.59
537,Konevo,RU,2021-05-26 15:17:16,62.1215,39.3192,46.62,52,82,7.67
538,Ahtopol,BG,2021-05-26 15:17:16,42.1,27.95,64.87,73,28,7.47
539,El Alto,PE,2021-05-26 15:17:17,-4.2714,-81.2147,71.26,75,0,7.78
540,Valkeala,FI,2021-05-26 15:17:17,60.9401,26.7979,43.3,93,90,26.46
541,Monrovia,LR,2021-05-26 15:17:18,6.3005,-10.7969,83.97,70,88,8.7
542,La Sarre,CA,2021-05-26 15:15:06,48.8002,-79.1996,67.35,72,100,18.68
543,Chicama,PE,2021-05-26 15:17:18,-7.8447,-79.1469,64.94,71,40,5.61
544,Sao Joao Da Barra,BR,2021-05-26 15:17:18,-21.6403,-41.0511,80.69,68,55,9.86
545,Quito,EC,2021-05-26 15:17:18,-0.2299,-78.5249,59.95,52,26,2.98
546,Hornepayne,CA,2021-05-26 15:17:19,49.2138,-84.7705,39.02,75,100,13.62
547,Ottawa,CA,2021-05-26 15:13:59,45.4112,-75.6981,82.24,59,89,3.0
548,Kurumkan,RU,2021-05-26 15:17:20,54.3,110.3,43.75,74,52,4.16
549,Si Satchanalai,TH,2021-05-26 15:17:20,17.5169,99.7598,83.41,65,29,2.73
550,Juneau,US,2021-05-26 15:15:14,58.3019,-134.4197,46.45,92,90,1.01
551,Doka,SD,2021-05-26 15:17:21,13.5167,35.7667,104.45,9,6,4.54
552,Lavrentiya,RU,2021-05-26 15:17:21,65.5833,-171.0,32.86,74,34,11.18
553,Sirnak,TR,2021-05-26 15:17:21,37.5228,42.4594,75.61,24,0,8.72
554,Havre,FR,2021-05-26 15:17:22,49.5833,0.3333,59.45,82,0,11.3
555,Loa Janan,ID,2021-05-26 15:17:22,-0.583,117.095,75.74,93,30,1.36
556,Prince Rupert,CA,2021-05-26 15:16:59,54.3161,-130.3201,46.09,90,90,4.61
557,High Level,CA,2021-05-26 15:17:23,58.5169,-117.136,42.91,45,90,10.54
558,Katobu,ID,2021-05-26 15:17:23,-4.9408,122.5276,76.17,95,92,6.53
559,Kirkwall,GB,2021-05-26 15:17:23,58.9848,-2.9587,48.54,93,75,12.66
560,Macia,MZ,2021-05-26 15:17:24,-25.0269,33.0989,71.83,40,32,4.41
561,Nishihara,JP,2021-05-26 15:17:24,26.1842,127.7558,80.26,94,20,14.25
562,Minjur,IN,2021-05-26 15:17:25,13.2667,80.2667,93.99,54,99,21.12
563,El Real De Santa Maria,PA,2021-05-26 15:17:25,8.109,-77.7325,85.66,73,99,0.27
564,Sakaraha,MG,2021-05-26 15:17:25,-22.9,44.5333,68.65,45,3,5.48
565,Ambon,ID,2021-05-26 15:14:20,-3.6954,128.1814,77.14,94,40,13.62
566,Jha Jha,IN,2021-05-26 15:17:26,24.7667,86.3667,80.91,77,100,18.37
567,Bhavnagar,IN,2021-05-26 15:17:27,21.7667,72.15,94.73,45,96,18.12
568,Ilulissat,GL,2021-05-26 15:17:27,69.2167,-51.1,46.42,61,75,8.05
