City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
355,petatlan,MX,17.5167,-101.2667,78.57,58,100,2.86,overcast clouds
356,lompoc,US,34.6391,-120.4579,54.01,80,90,21.0,overcast clouds
357,trelew,AR,-43.249,-65.3051,45.37,73,59,18.52,broken clouds
358,sinnamary,GF,5.3833,-52.95,75.92,92,100,4.47,overcast clouds
359,derby,GB,52.9228,-1.4766,65.79,48,0,7.05,clear sky
360,sao jose da coroa grande,BR,-8.8978,-35.1478,78.06,79,76,12.53,broken clouds
361,kolodeznyy,RU,51.3333,39.1833,81.41,48,94,4.79,overcast clouds
362,cumaral,CO,4.2708,-73.4867,67.91,88,99,3.04,overcast clouds
363,lumberton,US,34.6182,-79.0086,73.78,75,42,6.06,scattered clouds
364,bull savanna,JM,17.8868,-77.5902,73.4,87,27,3.94,scattered clouds
365,sijunjung,ID,-0.6876,100.9537,80.56,93,43,1.54,scattered clouds
366,waingapu,ID,-9.6567,120.2641,79.18,73,100,14.76,overcast clouds
367,baft,IR,29.234,56.6057,79.2,8,0,12.53,clear sky
368,mercedes,AR,-34.6515,-59.4307,52.18,91,100,6.11,overcast clouds
369,ventspils,LV,57.3894,21.5606,53.53,71,0,9.22,clear sky
370,sharlyk,RU,52.9167,54.75,81.18,32,8,13.33,clear sky
371,nara,JP,34.6851,135.8049,70.88,56,100,2.77,overcast clouds
372,newport,GB,51.5877,-2.9984,60.84,82,100,0.74,light rain
373,derzhavinsk,KZ,51.1,66.3167,76.26,23,0,10.11,clear sky
374,mount isa,AU,-20.7333,139.5,69.57,28,15,6.91,few clouds
375,homestead,US,25.4687,-80.4776,79.02,88,1,0.0,clear sky
376,serowe,BW,-22.3833,26.7167,76.01,15,0,4.32,clear sky
377,cabo san lucas,MX,22.8909,-109.9124,80.4,63,10,14.23,clear sky
378,innisfail,AU,-17.5333,146.0333,66.25,85,52,3.89,broken clouds
379,kapuskasing,CA,49.4169,-82.4331,28.49,74,1,3.44,clear sky
380,honningsvag,NO,70.9821,25.9704,38.95,70,75,16.11,broken clouds
381,port-gentil,GA,-0.7193,8.7815,84.16,74,40,11.5,scattered clouds
382,port-cartier,CA,50.0334,-66.8654,36.75,56,14,16.71,few clouds
383,banda aceh,ID,5.5577,95.3222,85.35,67,72,17.4,broken clouds
384,guanica,PR,17.9716,-66.908,76.19,85,5,1.99,clear sky
385,buraydah,SA,26.326,43.975,108.05,8,7,9.71,clear sky
386,pinega,RU,64.7001,43.3936,49.19,92,100,6.38,moderate rain
387,hay river,CA,60.8156,-115.7999,37.38,81,40,4.61,scattered clouds
388,kilindoni,TZ,-7.9139,39.6668,78.89,67,28,14.92,scattered clouds
389,airai,TL,-8.9266,125.4092,60.4,90,92,3.44,overcast clouds
390,luau,AO,-10.7073,22.2247,79.39,25,73,6.15,broken clouds
391,alofi,NU,-19.0595,-169.9187,73.29,94,100,3.44,overcast clouds
392,alice springs,AU,-23.7,133.8833,56.75,33,75,9.84,broken clouds
393,magadan,RU,59.5667,150.8,37.24,96,100,2.08,overcast clouds
394,krasnoselkup,RU,65.7,82.4667,37.08,57,100,24.02,overcast clouds
395,skerries,IE,53.5828,-6.1083,56.48,96,100,11.27,moderate rain
396,fonte boa,BR,-2.4959,-66.2662,71.28,99,96,2.42,overcast clouds
397,atar,MR,20.5169,-13.0499,96.42,14,41,6.44,scattered clouds
398,xining,CN,36.6167,101.7667,66.18,47,55,11.95,broken clouds
399,kushiro,JP,42.975,144.3747,49.15,93,75,7.54,broken clouds
400,brigantine,US,39.4101,-74.3646,64.04,81,75,14.52,broken clouds
401,ukiah,US,39.1502,-123.2078,59.65,86,1,0.0,clear sky
402,naze,JP,28.3667,129.4833,67.12,92,100,9.8,light rain
403,lima,PE,-12.0432,-77.0282,64.9,87,90,5.75,overcast clouds
404,novo aripuana,BR,-5.1206,-60.3797,71.64,87,33,2.24,scattered clouds
405,kodinsk,RU,58.6881,99.1844,46.13,94,100,3.87,light rain
406,vryburg,ZA,-26.9566,24.7284,72.84,18,6,12.57,clear sky
407,dogondoutchi,NE,13.6393,4.0287,100.22,25,60,8.25,broken clouds
408,arlit,NE,18.7369,7.3853,102.7,4,100,7.56,overcast clouds
409,lokosovo,RU,61.1333,74.8167,49.24,33,99,14.38,overcast clouds
410,ajaccio,FR,42.0,8.9167,66.36,68,0,6.51,clear sky
411,albertville,US,34.2676,-86.2089,70.16,78,1,5.75,clear sky
412,killybegs,IE,54.6333,-8.45,53.31,83,90,4.03,overcast clouds
413,puerto quijarro,BO,-17.7833,-57.7667,69.57,73,100,2.98,overcast clouds
414,biga,TR,40.2281,27.2422,70.05,68,98,4.83,overcast clouds
415,medea,DZ,36.2642,2.7539,59.45,62,100,6.93,overcast clouds
416,salinopolis,BR,-0.6136,-47.3561,78.49,82,72,6.31,broken clouds
417,awjilah,LY,29.1081,21.2869,95.16,13,0,4.59,clear sky
418,faranah,GN,10.0404,-10.7434,85.44,59,69,7.0,broken clouds
419,port macquarie,AU,-31.4333,152.9167,55.36,65,84,19.55,broken clouds
420,sibolga,ID,1.7427,98.7792,80.02,86,99,3.18,overcast clouds
421,krasnyy chikoy,RU,50.3643,108.7512,59.5,42,66,3.65,broken clouds
422,huainan,CN,32.6264,116.9969,83.57,25,98,3.33,overcast clouds
423,victoria,HK,22.2855,114.1577,91.38,76,64,1.01,broken clouds
424,melo,UY,-32.3667,-54.1833,52.52,88,100,4.29,overcast clouds
425,melbu,NO,68.5044,14.8297,49.21,64,95,8.14,overcast clouds
426,pozo colorado,PY,-23.4923,-58.7972,80.51,49,100,9.37,overcast clouds
427,hambantota,LK,6.1241,81.1185,91.74,66,20,24.54,few clouds
428,ambovombe,MG,-25.1667,46.0833,77.77,46,0,2.93,clear sky
429,lahaina,US,20.8783,-156.6825,76.8,82,11,6.33,few clouds
430,llano de piedra,PA,7.6667,-80.5667,69.28,99,97,1.3,overcast clouds
431,talnakh,RU,69.4865,88.3972,33.66,97,96,5.37,overcast clouds
432,ambon,ID,-3.6954,128.1814,78.94,94,40,8.12,scattered clouds
433,colares,PT,38.7992,-9.4469,76.33,52,0,10.0,clear sky
434,itarema,BR,-2.9248,-39.9167,76.44,82,39,10.02,scattered clouds
435,susuman,RU,62.7833,148.1667,47.64,58,96,4.72,light rain
436,miranda,CO,3.2499,-76.2281,66.33,88,97,3.91,light rain
437,abha,SA,18.2164,42.5053,85.82,24,0,6.44,clear sky
438,raymondville,US,26.4815,-97.7831,79.38,94,94,9.19,overcast clouds
439,filadelfia,US,39.9523,-75.1638,63.18,62,75,3.0,broken clouds
440,borogontsy,RU,62.6683,131.1683,65.75,34,76,5.39,broken clouds
441,kalutara,LK,6.5831,79.9593,86.09,80,89,13.2,overcast clouds
442,tailai,CN,46.3833,123.4,68.49,29,83,9.31,broken clouds
443,mosquera,CO,4.7059,-74.2302,46.49,93,98,3.44,overcast clouds
444,guatire,VE,10.4762,-66.5427,75.7,98,77,1.72,broken clouds
445,mariana,BR,-20.3778,-43.4161,62.92,95,24,1.48,few clouds
446,boende,CD,-0.2167,20.8667,92.62,43,74,2.57,broken clouds
447,ngunut,ID,-8.1058,112.0159,79.12,84,97,7.9,overcast clouds
448,carrizal,VE,10.3499,-66.9863,63.81,97,86,1.16,overcast clouds
449,presidencia roque saenz pena,AR,-26.7852,-60.4388,64.9,77,96,5.03,overcast clouds
450,tabas,IR,33.5959,56.9244,96.15,13,0,5.28,clear sky
451,sabha,LY,27.0377,14.4283,101.16,8,7,13.87,clear sky
452,klaksvik,FO,62.2266,-6.589,47.32,82,94,14.67,overcast clouds
453,fort nelson,CA,58.8053,-122.7002,44.19,70,75,0.0,broken clouds
454,touros,BR,-5.1989,-35.4608,74.3,81,47,11.43,scattered clouds
455,dodge city,US,37.7528,-100.0171,52.65,95,20,7.0,few clouds
456,san patricio,US,28.017,-97.5169,80.69,93,88,12.77,overcast clouds
457,sobolevo,RU,54.4299,31.8996,65.19,69,100,1.41,overcast clouds
458,bhadrachalam,IN,17.6667,80.8833,97.2,38,21,14.65,few clouds
459,shimoda,JP,34.6667,138.95,71.17,85,100,11.3,overcast clouds
460,carutapera,BR,-1.195,-46.02,75.36,90,71,1.57,broken clouds
461,effium,NG,6.6292,8.0593,88.21,58,61,5.79,broken clouds
462,tolaga bay,NZ,-38.3667,178.3,49.98,77,3,5.37,clear sky
463,puerto parra,CO,6.6515,-74.0573,72.93,97,97,1.01,overcast clouds
464,tiarei,PF,-17.5333,-149.3333,75.22,70,51,3.69,broken clouds
465,ouadda,CF,8.0777,22.4007,92.5,37,42,3.85,scattered clouds
466,marsa matruh,EG,31.3525,27.2453,79.5,48,0,20.87,clear sky
467,gwanda,ZW,-20.9333,29.0,76.98,16,0,4.76,clear sky
468,yanaul,RU,56.2719,54.9309,70.47,42,7,4.52,clear sky
469,umm kaddadah,SD,13.6017,26.6876,100.04,7,83,5.73,broken clouds
470,kosum phisai,TH,16.2486,103.0674,93.83,60,98,8.68,light rain
471,aleksandrovsk-sakhalinskiy,RU,50.8975,142.1561,45.55,75,90,3.06,overcast clouds
472,camacupa,AO,-12.0167,17.4833,72.27,26,0,5.75,clear sky
473,te anau,NZ,-45.4167,167.7167,40.24,98,100,4.34,moderate rain
474,vitim,RU,59.4511,112.5578,66.51,36,58,3.27,broken clouds
475,xifeng,CN,42.7372,124.7222,54.16,88,100,3.49,light rain
476,vila velha,BR,-20.3297,-40.2925,71.55,93,0,3.0,clear sky
477,denison,US,33.7557,-96.5367,66.34,96,90,1.01,overcast clouds
478,clarksburg,US,39.2807,-80.3445,60.78,93,1,4.25,clear sky
479,tala,EG,30.6803,30.9429,95.27,13,0,12.37,clear sky
480,macamic,CA,48.7502,-78.9996,23.23,55,0,3.87,clear sky
481,kharp,RU,66.8014,65.8081,46.29,38,91,9.6,overcast clouds
482,bolobo,CD,-2.1667,16.2333,87.24,50,94,0.67,overcast clouds
483,barra do garcas,BR,-15.89,-52.2567,69.06,69,92,0.74,overcast clouds
484,richards bay,ZA,-28.783,32.0377,76.3,37,42,8.9,scattered clouds
485,rawson,AR,-43.3002,-65.1023,46.69,74,68,23.53,broken clouds
486,macau,MO,22.2006,113.5461,91.13,74,20,12.66,few clouds
487,necochea,AR,-38.5473,-58.7368,52.03,53,22,17.13,few clouds
488,yar-sale,RU,66.8333,70.8333,44.42,37,100,10.71,overcast clouds
489,bandarbeyla,SO,9.4942,50.8122,88.0,56,99,24.81,overcast clouds
490,pekalongan,ID,-6.8886,109.6753,81.3,76,84,4.12,heavy intensity rain
491,buala,SB,-8.145,159.5921,78.73,86,100,5.08,overcast clouds
492,puksoozero,RU,62.5903,40.6066,49.28,97,100,8.3,overcast clouds
493,mount gambier,AU,-37.8333,140.7667,44.51,87,40,4.61,scattered clouds
494,nipawin,CA,53.3668,-104.0009,46.44,53,75,12.66,broken clouds
495,kendari,ID,-3.945,122.4989,77.76,88,17,3.02,few clouds
496,mandera,KE,3.9366,41.867,90.77,38,93,14.43,overcast clouds
497,chilca,PE,-12.5211,-76.7372,66.61,94,17,2.86,few clouds
498,cockburn town,TC,21.4612,-71.1419,78.35,76,30,12.01,scattered clouds
499,cabra,ES,37.4725,-4.4421,72.66,63,55,1.01,broken clouds
500,mount pleasant,US,32.7941,-79.8626,75.99,86,20,1.99,few clouds
501,hadejia,NG,12.4498,10.0444,98.47,15,71,2.68,broken clouds
502,poznan,PL,52.4069,16.9299,59.31,95,75,1.99,light rain
503,visby,SE,57.6409,18.296,53.85,87,40,8.05,scattered clouds
504,aligudarz,IR,33.4006,49.6949,82.13,10,0,5.08,clear sky
505,astana,KZ,51.1801,71.446,69.75,32,0,7.31,clear sky
506,port shepstone,ZA,-30.7414,30.455,73.31,68,2,17.07,clear sky
507,ponta do sol,PT,32.6667,-17.1,70.72,71,97,1.52,overcast clouds
508,kuytun,RU,54.3419,101.5036,49.21,93,95,8.43,moderate rain
509,yumen,CN,40.2833,97.2,86.99,6,30,24.05,scattered clouds
510,pemangkat,ID,1.1667,108.9667,81.12,82,72,6.06,heavy intensity rain
511,labuhan,ID,-6.8844,112.2051,83.41,78,80,10.85,broken clouds
512,magadi,IN,12.9667,77.2333,88.14,37,32,10.22,scattered clouds
513,urusha,RU,54.05,122.9,51.53,75,100,5.57,overcast clouds
514,batemans bay,AU,-35.7167,150.1833,50.92,68,46,12.71,scattered clouds
515,beloha,MG,-25.1667,45.05,82.49,30,0,1.61,clear sky
516,luganville,VU,-15.5333,167.1667,72.52,71,24,2.55,few clouds
517,yugorsk,RU,61.3133,63.3319,57.83,44,93,6.26,overcast clouds
518,broome,US,42.2506,-75.833,49.37,82,1,1.99,clear sky
519,winchester,GB,51.0651,-1.3187,64.65,57,20,1.99,few clouds
520,liverpool,GB,53.4106,-2.9779,64.58,63,0,0.83,clear sky
521,christchurch,NZ,-43.5333,172.6333,48.02,89,90,1.99,light rain
522,araouane,ML,18.9048,-3.5265,104.45,4,100,12.91,overcast clouds
523,abalak,RU,58.1286,68.5944,62.02,41,94,7.0,overcast clouds
524,karratha,AU,-20.7377,116.8463,78.39,70,40,12.24,scattered clouds
525,caravelas,BR,-17.7125,-39.2481,71.26,86,54,4.54,broken clouds
526,lodja,CD,-3.4833,23.4333,90.91,37,98,3.36,overcast clouds
527,verkhoyansk,RU,67.5447,133.385,64.74,40,29,16.49,scattered clouds
528,mukhen,RU,48.1,136.1,58.37,71,44,2.44,light rain
529,kendallville,US,41.4414,-85.265,52.39,89,90,14.97,overcast clouds
530,lasa,IT,46.6166,10.7002,67.08,66,79,1.07,broken clouds
531,daru,PG,-9.0763,143.2092,77.0,86,97,16.37,overcast clouds
532,flin flon,CA,54.7682,-101.865,43.39,61,72,13.04,broken clouds
533,muskogee,US,35.5834,-95.3336,68.22,98,90,3.44,overcast clouds
534,madimba,TZ,-10.4,40.3333,83.52,51,75,8.39,broken clouds
535,yantal,RU,56.8471,105.2542,66.83,16,89,9.08,overcast clouds
536,bonoua,CI,5.2741,-3.595,87.42,62,75,5.82,broken clouds
537,vostok,RU,46.4856,135.8833,50.88,78,99,4.07,light rain
538,conceicao da barra,BR,-18.5933,-39.7322,71.08,90,33,3.47,scattered clouds
539,uruguaiana,BR,-29.7547,-57.0883,60.21,94,94,8.5,heavy intensity rain
540,dudinka,RU,69.4058,86.1778,30.87,92,100,13.29,overcast clouds
541,russell,US,32.3502,-85.1999,71.15,93,75,5.59,broken clouds
542,takhtamygda,RU,54.1,123.5667,50.61,83,100,2.55,overcast clouds
543,ketchikan,US,55.3422,-131.6461,49.98,89,96,1.45,overcast clouds
544,oktyabrskiy,RU,54.4815,53.471,75.99,37,3,4.9,clear sky
545,sola,VU,-13.8833,167.55,77.2,67,98,10.27,overcast clouds
546,groa,NO,62.65,8.7167,51.89,49,11,6.87,few clouds
547,dhrol,IN,22.5667,70.4167,99.36,39,2,16.69,clear sky
548,eyl,SO,7.9803,49.8164,90.37,49,92,18.5,overcast clouds
549,paita,PE,-5.0892,-81.1144,67.86,89,20,9.37,few clouds
550,dalvik,IS,65.9702,-18.5286,57.13,53,68,7.72,broken clouds
551,ust-maya,RU,60.4167,134.5333,58.3,57,67,1.77,broken clouds
552,edson,CA,53.5835,-116.4356,42.94,70,1,9.22,clear sky
553,mandan,US,46.8267,-100.8896,42.03,92,1,1.01,clear sky
554,villefranche-sur-saone,FR,45.9833,4.7167,70.54,51,77,4.0,broken clouds
555,vulturesti,RO,47.5167,26.45,59.22,96,100,7.4,overcast clouds
556,ebolowa,CM,2.9,11.15,78.4,82,97,1.97,light rain
557,montevideo,UY,-34.8335,-56.1674,50.83,92,0,11.1,clear sky
558,tara,RU,56.8944,74.371,57.81,42,99,10.29,overcast clouds
559,mitu,CO,1.1983,-70.1733,69.12,99,50,1.72,scattered clouds
560,portland,US,45.5234,-122.6762,53.37,87,47,5.99,scattered clouds
561,shangrao,CN,28.4532,117.9686,71.98,92,100,4.72,light rain
562,ocos,GT,14.5094,-92.1933,83.32,76,91,2.77,overcast clouds
563,bengbu,CN,32.9408,117.3608,82.98,26,86,3.65,overcast clouds
564,manaure,CO,11.7751,-72.4445,78.78,81,100,11.74,overcast clouds
565,homer,US,59.6425,-151.5483,49.08,74,1,0.0,clear sky
566,port hardy,CA,50.6996,-127.4199,46.4,87,75,3.44,broken clouds
567,katsuura,JP,35.1333,140.3,72.1,76,100,20.22,overcast clouds
568,barcelos,PT,41.5388,-8.6151,78.28,53,33,2.28,scattered clouds
569,mayor pablo lagerenza,PY,-19.9309,-60.7718,77.86,56,100,15.14,overcast clouds
570,luderitz,NA,-26.6481,15.1594,68.43,46,7,10.78,clear sky
571,mudgee,AU,-32.5943,149.5871,46.45,61,0,5.75,clear sky
572,juneau,US,58.3019,-134.4197,48.22,92,90,3.06,light rain
573,slobidka,UA,47.8869,29.3461,73.44,51,100,5.59,overcast clouds
574,sawtell,AU,-30.3833,153.1,55.72,58,4,9.22,clear sky
575,wakuya,JP,38.5333,141.1333,70.95,89,51,8.5,broken clouds
576,cobourg,DE,50.2667,10.9667,57.88,71,93,1.01,overcast clouds
577,kidal,ML,18.4411,1.4078,100.17,8,99,13.91,overcast clouds
578,northam,GB,51.0333,-4.2167,60.42,83,100,2.95,overcast clouds
579,turayf,SA,31.6725,38.6637,93.45,15,0,11.5,clear sky
580,tuburan,PH,6.6439,122.2736,82.49,69,72,2.62,broken clouds
581,dengzhou,CN,37.8086,120.7508,65.03,55,0,8.63,clear sky
582,kalevala,RU,65.2,31.1667,48.27,52,94,9.64,overcast clouds
583,bosaso,SO,11.2842,49.1816,91.38,70,0,16.11,clear sky
584,palermo,IT,37.8167,13.5833,75.74,29,100,7.72,overcast clouds
585,ilukste,LV,55.9775,26.2966,60.03,60,83,4.68,broken clouds
586,solone,UA,48.2081,34.8721,82.89,44,83,6.53,broken clouds
587,shellbrook,CA,53.2168,-106.4011,49.23,53,99,20.2,overcast clouds
588,basar,IN,27.9833,94.6667,87.26,85,44,2.53,scattered clouds
589,chukhloma,RU,58.7525,42.6825,68.63,53,100,4.25,overcast clouds
590,khorixas,NA,-20.3667,14.9667,80.37,18,4,9.26,clear sky
591,gigmoto,PH,13.7796,124.39,83.26,81,48,4.94,scattered clouds
592,novyy urgal,RU,51.0736,132.5642,57.36,62,87,0.36,overcast clouds
593,praia da vitoria,PT,38.7333,-27.0667,62.76,67,20,4.83,few clouds
594,celestun,MX,20.8667,-90.4,77.14,83,29,9.48,scattered clouds
595,baza,ES,37.4907,-2.7726,64.42,84,97,3.74,overcast clouds
596,batagay-alyta,RU,67.8006,130.4114,54.46,50,45,16.53,scattered clouds
597,natchitoches,US,31.7668,-93.1335,69.19,94,90,3.44,overcast clouds
598,ucluelet,CA,48.9329,-125.5528,51.1,85,61,5.01,broken clouds
599,wattegama,LK,6.7989,81.4808,90.52,39,100,6.8,overcast clouds
600,kaeo,NZ,-35.1,173.7833,51.33,94,7,7.76,clear sky
601,chipata,ZM,-13.6333,32.65,76.39,27,0,4.03,clear sky
602,narnaul,IN,28.0444,76.1083,110.44,9,0,9.73,clear sky
603,aykhal,RU,66.0,111.5,53.08,60,99,16.49,overcast clouds
604,lingao,CN,19.9103,109.6859,87.53,69,98,7.27,overcast clouds
605,tabou,CI,4.423,-7.3528,84.15,73,51,7.45,broken clouds
606,teahupoo,PF,-17.8333,-149.2667,69.76,69,24,2.8,few clouds
607,pailon,BO,-17.65,-62.75,73.08,80,100,13.67,overcast clouds
608,alexandria,EG,31.2156,29.9553,76.68,58,1,15.14,clear sky
609,port hedland,AU,-20.3167,118.5667,78.85,50,46,11.5,scattered clouds
610,ulladulla,AU,-35.35,150.4667,52.88,61,77,18.21,broken clouds
611,waverly,US,42.7392,-84.6208,43.05,90,90,17.27,overcast clouds
612,meadow lake,US,34.8014,-106.5436,66.79,45,42,11.92,scattered clouds
613,kamaishi,JP,39.2667,141.8833,63.55,93,20,5.88,few clouds
614,male,MV,4.1748,73.5089,83.44,75,68,21.72,broken clouds
615,meyzieu,FR,45.7667,5.0,71.49,52,0,3.44,clear sky
616,atasu,KZ,48.6814,71.6433,79.95,18,0,10.69,clear sky
617,pangkalanbuun,ID,-2.6833,111.6167,79.47,92,87,3.31,overcast clouds
618,conakry,GN,9.538,-13.6773,78.87,73,75,9.22,broken clouds
619,bardiyah,LY,31.7561,25.0865,80.26,43,1,17.56,clear sky
620,edd,ER,13.9297,41.6925,98.49,40,57,16.87,broken clouds
621,marovoay,MG,-16.1,46.6333,91.54,34,0,1.54,clear sky
622,pangody,RU,65.85,74.4859,42.44,39,100,13.76,overcast clouds
623,lavrentiya,RU,65.5833,-171.0,28.94,89,7,13.35,clear sky
624,tabuk,PH,17.4189,121.4443,81.79,76,96,8.68,overcast clouds
625,williams lake,CA,52.1415,-122.1445,44.17,95,75,4.61,broken clouds
626,codrington,AU,-38.2667,141.9667,48.43,70,23,7.65,few clouds
627,obama,JP,35.4958,135.746,70.95,71,77,8.84,broken clouds
628,olafsvik,IS,64.8945,-23.7142,48.04,76,69,23.96,broken clouds
629,kaduqli,SD,11.0167,29.7167,98.37,25,8,6.13,clear sky
630,kargasok,RU,59.0556,80.8572,50.16,35,100,19.3,overcast clouds
631,kaura namoda,NG,12.5898,6.5779,94.57,31,60,6.85,broken clouds
632,angoche,MZ,-16.2325,39.9086,78.15,60,21,7.85,few clouds
633,xuanhua,CN,40.6103,115.0447,78.3,18,40,7.07,scattered clouds
634,tilichiki,RU,60.4667,166.1,32.95,96,98,3.83,overcast clouds
635,el cope,PA,8.6167,-80.6,70.84,95,85,4.94,overcast clouds
636,blagoyevo,RU,63.3667,47.9167,60.08,50,94,11.01,overcast clouds
637,manzhouli,CN,49.6,117.4333,56.55,51,92,12.84,overcast clouds
638,accra,GH,5.556,-0.1969,86.41,70,20,9.22,few clouds
639,chizhou,CN,30.6578,117.4831,75.79,85,100,6.58,overcast clouds
640,jardim,BR,-21.4803,-56.1381,70.18,75,97,4.54,overcast clouds
641,port blair,IN,11.6667,92.75,86.47,70,73,8.34,broken clouds
642,whitianga,NZ,-36.8333,175.7,53.02,91,13,3.0,few clouds
643,amapa,BR,1.0,-52.0,71.04,100,100,2.15,overcast clouds
644,saint-augustin,CA,51.226,-58.6502,38.19,53,1,17.29,clear sky
645,vila franca do campo,PT,37.7167,-25.4333,57.61,61,97,4.5,overcast clouds
646,saint anthony,US,45.0205,-93.218,40.93,88,90,1.01,overcast clouds
647,djibo,BF,14.1022,-1.6306,97.32,31,98,17.47,overcast clouds
648,neiafu,TO,-18.65,-173.9833,77.58,77,100,9.04,overcast clouds
649,zainsk,RU,55.3195,52.0694,74.39,43,0,5.68,clear sky
650,shenjiamen,CN,29.9576,122.298,70.88,89,100,5.3,light rain
651,poltavka,RU,54.3663,71.7632,66.72,30,1,8.88,clear sky
652,geghamasar,AM,40.3109,45.6792,68.65,34,42,12.35,scattered clouds
653,tromso,NO,69.6496,18.957,44.38,70,75,3.0,broken clouds
654,serebryansk,KZ,49.6925,83.2892,71.15,42,0,18.45,clear sky
655,xinmin,CN,41.9908,122.8253,59.25,51,85,3.98,overcast clouds
656,villa alemana,CL,-33.0422,-71.3733,48.51,100,90,3.83,overcast clouds
657,ler,SS,8.3018,30.1418,96.37,34,72,4.56,broken clouds
658,dire dawa,ET,9.5931,41.8661,87.57,23,0,8.61,clear sky
659,san,ML,13.3034,-4.8956,98.06,27,79,13.53,broken clouds
660,aranos,NA,-24.1333,19.1167,73.51,18,0,5.97,clear sky
661,sanjwal,PK,33.7608,72.4336,106.95,8,0,4.45,clear sky
662,birin,NP,26.8865,88.0718,67.78,72,87,4.99,overcast clouds
663,luorong,CN,24.4058,109.6086,84.36,82,100,5.53,overcast clouds
664,soyo,AO,-6.1349,12.3689,84.25,67,87,4.81,overcast clouds
665,placerville,US,38.7296,-120.7986,62.96,56,1,9.22,clear sky
666,guadalupe victoria,MX,32.2869,-115.105,72.12,24,0,2.08,clear sky
667,baghdad,IQ,33.3406,44.4009,107.51,13,0,9.86,clear sky
668,loandjili,CG,-4.7561,11.8578,82.51,78,75,9.22,broken clouds
669,barra patuca,HN,15.8,-84.2833,76.39,89,45,3.96,scattered clouds
670,saint-pierre,RE,-21.3393,55.4781,80.24,69,0,5.75,clear sky
671,coruripe,BR,-10.1256,-36.1756,77.11,75,67,8.32,broken clouds
672,bowen,AU,-20.0167,148.2333,55.62,49,0,8.34,clear sky
673,puerto maldonado,PE,-12.6,-69.1833,71.01,83,73,2.26,broken clouds
674,pestyaki,RU,56.7103,42.6717,65.26,87,96,5.53,moderate rain
675,bogacs,HU,47.9,20.5333,58.05,72,100,4.56,overcast clouds
676,tocopilla,CL,-22.092,-70.1979,66.38,67,67,6.35,broken clouds
677,banepa,NP,27.6298,85.5214,62.92,100,90,3.11,moderate rain
678,balabanovo,RU,55.1816,36.6606,70.14,74,100,2.08,light rain
679,phan thiet,VN,10.9333,108.1,84.97,73,77,8.95,broken clouds
680,vigrestad,NO,58.5667,5.7,62.96,77,8,10.42,clear sky
681,bam,IR,29.106,58.357,95.11,10,0,15.05,clear sky
682,raga,SS,8.4596,25.678,95.05,39,94,1.72,overcast clouds
683,cumanayagua,CU,22.1494,-80.2022,71.35,88,29,5.44,scattered clouds
684,denia,ES,38.8408,0.1057,69.96,84,100,7.0,overcast clouds
685,oro valley,US,32.3909,-110.9665,74.52,19,0,1.01,clear sky
686,road town,VG,18.4167,-64.6167,80.69,77,6,11.81,clear sky
687,kumo,NG,10.0447,11.2122,91.89,39,9,7.85,clear sky
688,tres lagoas,BR,-20.7511,-51.6783,67.64,67,31,7.58,light rain
689,barranca,PE,-10.75,-77.7667,65.03,90,84,6.13,broken clouds
690,ahipara,NZ,-35.1667,173.1667,56.34,86,38,10.25,light rain
691,svetlaya,RU,46.5389,138.3297,45.95,95,99,2.77,light rain
692,mokolo,CM,10.7398,13.8019,95.94,26,4,8.63,clear sky
693,nettuno,IT,41.4826,12.679,80.35,53,26,5.37,scattered clouds
694,raudeberg,NO,61.9875,5.1352,60.58,81,70,19.01,broken clouds
695,fond du lac,US,43.775,-88.4388,42.87,95,100,17.58,overcast clouds
696,kiama,AU,-34.6833,150.8667,55.38,57,62,8.01,broken clouds
697,kijang,KR,35.2442,129.2139,65.93,93,52,1.88,broken clouds
698,san francisco,US,37.7749,-122.4194,58.46,89,90,3.0,overcast clouds
699,kirgiz-miyaki,RU,53.6324,54.7979,77.63,39,10,7.29,clear sky
700,marfino,RU,55.7028,37.3822,71.51,72,20,3.02,light rain
701,zatoka,UA,46.0725,30.4654,79.34,68,14,7.78,few clouds
702,ambulu,ID,-8.345,113.6058,79.99,86,100,5.3,overcast clouds
703,la playona,HN,15.1167,-88.9833,72.77,96,98,1.72,overcast clouds
704,eureka,US,40.8021,-124.1637,54.75,75,100,1.01,overcast clouds
705,popondetta,PG,-8.7537,148.2534,75.81,83,99,1.97,overcast clouds
706,hvide sande,DK,56.0045,8.1294,54.19,87,75,12.26,broken clouds
